Player,Offense,Defense,Ovr,Season
De'Aaron Fox,3.45,-1.41,2.03,2021
Ja Morant,2.55,-0.52,2.03,2021
Dwight Powell,1.1,0.91,2,2021
Al Horford,1.04,0.96,1.99,2021
Isaiah Stewart,0.13,1.86,1.99,2021
Larry Nance Jr.,-0.34,2.32,1.99,2021
Mason Plumlee,1.23,0.75,1.98,2021
Kevin Love,1.94,0.03,1.97,2021
Spencer Dinwiddie,2.51,-0.54,1.97,2021
Patty Mills,2.38,-0.43,1.94,2021
Daniel Theis,0.33,1.6,1.94,2021
LaMelo Ball,2.08,-0.15,1.93,2021
Skylar Mays,1.91,0.03,1.93,2021
Kenrich Williams,1.63,0.28,1.91,2021
Nerlens Noel,-0.8,2.67,1.87,2021
Kelan Martin,0.99,0.87,1.86,2021
Bojan Bogdanovic,1.98,-0.13,1.85,2021
Facundo Campazzo,1,0.85,1.85,2021
Tony Bradley,1.44,0.4,1.84,2021
Kentavious Caldwell-Pope,1.27,0.57,1.84,2021
Alec Burks,1.44,0.4,1.83,2021
Dillon Brooks,1.18,0.64,1.82,2021
Derrick Favors,0.21,1.59,1.81,2021
Monte Morris,1.87,-0.06,1.8,2021
Victor Oladipo,0.52,1.28,1.8,2021
Bruce Brown,1.32,0.47,1.79,2021
Thomas Bryant,2.12,-0.37,1.76,2021
David Nwaba,0.5,1.25,1.75,2021
Cameron Johnson,1.3,0.45,1.74,2021
Georges Niang,1.42,0.32,1.74,2021
Wesley Matthews,-0.46,2.17,1.71,2021
Xavier Tillman,0.48,1.23,1.71,2021
Trevor Ariza,0.41,1.29,1.7,2021
Willie Cauley-Stein,-0.59,2.29,1.7,2021
Alfonzo McKinnie,1.17,0.53,1.69,2021
Rudy Gay,0.41,1.27,1.67,2021
Gorgui Dieng,0.97,0.69,1.66,2021
Jeremy Lamb,2.11,-0.51,1.6,2021
Wayne Ellington,2.52,-0.93,1.59,2021
Marcus Morris Sr.,2.53,-0.95,1.58,2021
DeMarcus Cousins,-0.21,1.78,1.57,2021
Dewayne Dedmon,0.3,1.27,1.56,2021
Harrison Barnes,1.35,0.21,1.56,2021
Eric Bledsoe,1.44,0.1,1.54,2021
Juan Toscano-Anderson,0.07,1.44,1.51,2021
Jordan Clarkson,3.45,-1.96,1.49,2021
Caris LeVert,2.19,-0.7,1.48,2021
Bobby Portis,1.56,-0.09,1.47,2021
Dario Saric,1.19,0.27,1.46,2021
Taj Gibson,-0.26,1.71,1.45,2021
Mike Muscala,1.09,0.31,1.4,2021
Andre Drummond,-0.49,1.89,1.4,2021
Kevon Looney,0.44,0.94,1.38,2021
Nic Claxton,0.01,1.35,1.36,2021
Cody Martin,0.12,1.23,1.36,2021
Paul Watson,1.91,-0.56,1.35,2021
Jae'Sean Tate,1.06,0.28,1.34,2021
Pat Connaughton,1.27,0.03,1.31,2021
Tomas Satoransky,0.84,0.43,1.27,2021
Andrew Wiggins,1.2,0.05,1.24,2021
Austin Rivers,1.68,-0.45,1.23,2021
Grayson Allen,1.58,-0.4,1.18,2021
Goran Dragic,1.74,-0.58,1.17,2021
Tim Hardaway Jr.,2.77,-1.61,1.16,2021
Terry Rozier,2.28,-1.12,1.16,2021
Norman Powell,1.84,-0.7,1.14,2021
Alize Johnson,0.09,1.05,1.13,2021
Will Barton,0.68,0.41,1.09,2021
Saddiq Bey,1.25,-0.17,1.08,2021
Brandon Clarke,0.36,0.71,1.07,2021
Chris Chiozza,1.1,-0.04,1.06,2021
Jared Dudley,-0.68,1.71,1.04,2021
Serge Ibaka,0.44,0.59,1.03,2021
Isaiah Hartenstein,0.23,0.78,1.02,2021
LaMarcus Aldridge,0.17,0.84,1.01,2021
Miles Bridges,1.46,-0.51,0.95,2021
Garrison Mathews,1.57,-0.64,0.94,2021
Ryan Arcidiacono,-0.01,0.89,0.88,2021
JaMychal Green,0.99,-0.11,0.88,2021
Tremont Waters,0.38,0.49,0.87,2021
Obi Toppin,0.29,0.59,0.87,2021
Eric Gordon,2.4,-1.53,0.87,2021
Doug McDermott,2.15,-1.28,0.87,2021
Ish Smith,0.74,0.11,0.86,2021
Josh Richardson,1.26,-0.4,0.85,2021
D.J. Augustin,1.97,-1.13,0.84,2021
D'Angelo Russell,2.92,-2.1,0.82,2021
Kendrick Nunn,1.81,-1,0.81,2021
Dwight Howard,-0.49,1.29,0.8,2021
Otto Porter Jr.,1.08,-0.29,0.8,2021
Ed Davis,-0.78,1.57,0.79,2021
Tyrese Haliburton,2.7,-1.91,0.79,2021
Garrett Temple,0.08,0.69,0.77,2021
Justin Holiday,0.42,0.34,0.76,2021
Jordan Poole,1.79,-1.04,0.75,2021
Kevin Huerter,1.23,-0.5,0.73,2021
Lauri Markkanen,0.78,-0.06,0.72,2021
Gary Payton II,0.52,0.2,0.72,2021
Darius Miller,0.9,-0.18,0.71,2021
Frank Kaminsky,0.5,0.21,0.71,2021
Luguentz Dort,0.54,0.16,0.7,2021
Willy Hernangomez,1.38,-0.68,0.7,2021
Malik Beasley,1.59,-0.91,0.69,2021
Mychal Mulder,1.97,-1.28,0.69,2021
Desmond Bane,1.61,-0.94,0.68,2021
Terance Mann,1.25,-0.58,0.67,2021
Meyers Leonard,0.46,0.18,0.64,2021
Jerami Grant,1.03,-0.4,0.63,2021
Jevon Carter,1.08,-0.47,0.62,2021
Markelle Fultz,0.44,0.13,0.58,2021
Isaiah Joe,0.83,-0.25,0.57,2021
Frank Jackson,1.52,-0.96,0.56,2021
Al-Farouq Aminu,-1.76,2.31,0.55,2021
Gabe Vincent,-0.29,0.83,0.54,2021
P.J. Washington,-0.25,0.79,0.54,2021
Jordan McLaughlin,-0.06,0.6,0.54,2021
Rajon Rondo,0.89,-0.36,0.53,2021
Rodney McGruder,0.15,0.38,0.53,2021
Noah Vonleh,-0.29,0.82,0.53,2021
Darius Garland,1.19,-0.66,0.53,2021
Rodions Kurucs,-0.99,1.52,0.52,2021
Cody Zeller,0.6,-0.08,0.52,2021
Terence Davis,1.29,-0.78,0.52,2021
Jaxson Hayes,-0.11,0.63,0.52,2021
Payton Pritchard,1.92,-1.41,0.51,2021
Frank Ntilikina,-0.94,1.44,0.5,2021
Luke Kornet,-0.5,0.98,0.48,2021
PJ Dozier,-0.1,0.58,0.48,2021
Michael Carter-Williams,-1,1.47,0.47,2021
Javonte Green,0.19,0.27,0.46,2021
Kris Dunn,-0.97,1.43,0.45,2021
Yogi Ferrell,0.92,-0.47,0.45,2021
Talen Horton-Tucker,-0.24,0.67,0.43,2021
Rondae Hollis-Jefferson,-0.95,1.38,0.43,2021
RJ Barrett,0.59,-0.17,0.42,2021
Tyus Jones,0.86,-0.45,0.41,2021
Wendell Carter Jr.,-1.51,1.92,0.4,2021
Landry Shamet,1.75,-1.35,0.4,2021
DeAndre' Bembry,-0.58,0.98,0.4,2021
Chuma Okeke,-0.03,0.42,0.39,2021
Deni Avdija,-0.54,0.93,0.38,2021
Max Strus,2.43,-2.05,0.38,2021
Tony Snell,0.76,-0.4,0.36,2021
Cory Joseph,0.5,-0.15,0.35,2021
Moritz Wagner,-0.59,0.94,0.35,2021
Yuta Watanabe,-0.1,0.44,0.35,2021
Josh Hart,0.38,-0.04,0.34,2021
Langston Galloway,1.38,-1.05,0.33,2021
Nemanja Bjelica,1.01,-0.69,0.31,2021
Bruno Caboclo,-0.32,0.63,0.31,2021
Trey Burke,1.81,-1.53,0.28,2021
Khem Birch,0.01,0.26,0.27,2021
Goga Bitadze,0.05,0.21,0.27,2021
Coby White,1.19,-0.94,0.25,2021
Robin Lopez,-0.32,0.57,0.25,2021
Dennis Smith Jr.,-0.04,0.23,0.2,2021
Isaac Bonga,-2,2.2,0.2,2021
Caleb Martin,-0.84,0.98,0.14,2021
Miye Oni,0,0.13,0.14,2021
Alex Len,-1.04,1.16,0.12,2021
Jeff Teague,1.39,-1.28,0.11,2021
Naz Reid,0.25,-0.15,0.1,2021
Keldon Johnson,0.49,-0.39,0.09,2021
Denzel Valentine,0.21,-0.12,0.08,2021
Saben Lee,0.48,-0.4,0.08,2021
Shake Milton,1.5,-1.43,0.07,2021
Mike Scott,-0.31,0.37,0.06,2021
Naji Marshall,-0.39,0.41,0.02,2021
Andre Iguodala,-0.77,0.78,0.01,2021
Tristan Thompson,-0.68,0.69,0.01,2021
Trey Lyles,-0.63,0.63,0,2021
Dylan Windler,-0.04,0.03,0,2021
Josh Okogie,-0.44,0.43,-0.02,2021
JaVale McGee,-1.47,1.45,-0.02,2021
Aaron Holiday,0.4,-0.43,-0.02,2021
Tyler Johnson,0.6,-0.64,-0.05,2021
T.J. Leaf,-0.67,0.62,-0.05,2021
Semi Ojeleye,-0.86,0.81,-0.05,2021
Moses Brown,-0.24,0.19,-0.05,2021
Jabari Parker,0.5,-0.59,-0.09,2021
Jeff Green,0.81,-0.9,-0.09,2021
Taurean Prince,0.33,-0.42,-0.09,2021
Patrick McCaw,-1.23,1.12,-0.11,2021
Devin Vassell,0.05,-0.18,-0.13,2021
Anthony Tolliver,-0.73,0.59,-0.14,2021
Onyeka Okongwu,-0.05,-0.1,-0.15,2021
Dean Wade,0.22,-0.37,-0.15,2021
Kyle Kuzma,-0.34,0.19,-0.15,2021
John Wall,0.23,-0.39,-0.17,2021
Chris Silva,-0.54,0.37,-0.17,2021
Jaren Jackson Jr.,0.22,-0.4,-0.18,2021
Hassan Whiteside,-1.19,1,-0.18,2021
DeAndre Jordan,-0.8,0.61,-0.2,2021
Collin Sexton,2.29,-2.5,-0.21,2021
Jaden McDaniels,-0.27,0.04,-0.23,2021
Terrence Ross,0.51,-0.73,-0.23,2021
Kelly Oubre Jr.,-1.26,1.03,-0.23,2021
Nickeil Alexander-Walker,0.69,-0.94,-0.25,2021
Henry Ellenson,-0.35,0.1,-0.25,2021
Derrick Jones Jr.,0.02,-0.28,-0.26,2021
Mo Bamba,0.43,-0.71,-0.28,2021
Malachi Flynn,0.07,-0.35,-0.29,2021
Gary Trent Jr.,1.82,-2.11,-0.29,2021
Kira Lewis Jr.,0.28,-0.58,-0.31,2021
Luka Samanic,-1.24,0.92,-0.32,2021
Thanasis Antetokounmpo,-1.06,0.73,-0.33,2021
Grant Williams,-0.86,0.53,-0.33,2021
Anthony Edwards,1.51,-1.84,-0.33,2021
Anfernee Simons,2.17,-2.5,-0.34,2021
Wenyen Gabriel,-0.6,0.26,-0.34,2021
Amir Coffey,-0.7,0.34,-0.36,2021
Lou Williams,1.11,-1.48,-0.36,2021
Svi Mykhailiuk,0.33,-0.7,-0.37,2021
Luke Kennard,2.2,-2.58,-0.38,2021
Patrick Patterson,0.24,-0.64,-0.4,2021
Boban Marjanovic,0.27,-0.67,-0.4,2021
Rui Hachimura,-0.84,0.41,-0.43,2021
Khyri Thomas,0.54,-0.97,-0.43,2021
Bryn Forbes,1.53,-1.96,-0.43,2021
Edmond Sumner,0.6,-1.06,-0.46,2021
Tim Frazier,-0.37,-0.08,-0.46,2021
Aaron Nesmith,0.16,-0.63,-0.47,2021
Justin Patton,-0.64,0.16,-0.48,2021
Ben McLemore,0.8,-1.28,-0.49,2021
Iman Shumpert,-0.62,0.13,-0.49,2021
Ty Jerome,1.31,-1.82,-0.52,2021
Trent Forrest,0.32,-0.87,-0.55,2021
Aron Baynes,-1.49,0.92,-0.57,2021
Freddie Gillespie,-1.22,0.65,-0.57,2021
Drew Eubanks,-1.45,0.87,-0.58,2021
Tyrese Maxey,0.59,-1.18,-0.59,2021
Markieff Morris,-0.71,0.13,-0.59,2021
Elfrid Payton,0.02,-0.61,-0.59,2021
Danuel House Jr.,-0.27,-0.32,-0.59,2021
Maurice Harkless,-0.5,-0.11,-0.61,2021
JJ Redick,0.79,-1.42,-0.63,2021
Frank Mason III,-0.01,-0.63,-0.64,2021
Gary Harris,-0.7,0.04,-0.67,2021
DaQuan Jeffries,0.15,-0.82,-0.67,2021
Hamidou Diallo,-0.79,0.11,-0.68,2021
Carmelo Anthony,1.43,-2.12,-0.68,2021
Jake Layman,-1.07,0.37,-0.7,2021
Armoni Brooks,1.06,-1.77,-0.71,2021
Juancho Hernangomez,0.83,-1.59,-0.76,2021
Mfiondu Kabengele,-1.44,0.67,-0.77,2021
Thon Maker,-0.9,0.1,-0.8,2021
P.J. Tucker,-1.09,0.28,-0.81,2021
Marvin Bagley III,0.12,-0.94,-0.82,2021
Sterling Brown,-0.34,-0.52,-0.85,2021
Troy Brown Jr.,0.13,-0.99,-0.86,2021
Solomon Hill,-0.08,-0.84,-0.92,2021
Brad Wanamaker,-1.04,0.1,-0.94,2021
JaKarr Sampson,-1.31,0.36,-0.95,2021
KJ Martin,0,-0.96,-0.96,2021
Stanley Johnson,-1.43,0.46,-0.97,2021
Nathan Knight,-1.51,0.53,-0.98,2021
Romeo Langford,-2.49,1.5,-0.99,2021
Nicolo Melli,-1.21,0.2,-1.01,2021
Terrance Ferguson,-1.19,0.18,-1.02,2021
Jaylen Nowell,0.16,-1.19,-1.02,2021
Quinn Cook,0.37,-1.41,-1.04,2021
Josh Jackson,-1.22,0.18,-1.04,2021
Josh Green,-1.03,-0.02,-1.05,2021
Malik Monk,1.13,-2.18,-1.06,2021
Avery Bradley,-0.59,-0.48,-1.07,2021
Jaylen Hoard,-0.76,-0.32,-1.07,2021
Dante Exum,-1.3,0.19,-1.11,2021
Torrey Craig,0.27,-1.41,-1.13,2021
Jordan Bell,-1.69,0.51,-1.18,2021
Tyler Herro,0.44,-1.64,-1.2,2021
Isaac Okoro,-1.05,-0.19,-1.25,2021
Matthew Dellavedova,-0.31,-0.94,-1.25,2021
Marquese Chriss,-0.77,-0.48,-1.25,2021
Carsen Edwards,0.16,-1.41,-1.26,2021
Tyler Cook,-0.46,-0.83,-1.29,2021
Juwan Morgan,-1.04,-0.26,-1.3,2021
Timothe Luwawu-Cabarrot,0.07,-1.38,-1.31,2021
Damian Jones,-0.87,-0.46,-1.32,2021
E'Twaun Moore,-0.54,-0.78,-1.32,2021
Abdel Nader,-1.43,0.1,-1.33,2021
Jalen McDaniels,-0.08,-1.26,-1.34,2021
Brodric Thomas,-1.08,-0.27,-1.35,2021
Justin Jackson,-0.01,-1.36,-1.36,2021
Sindarius Thornwell,-1.38,0,-1.38,2021
James Johnson,-0.92,-0.49,-1.41,2021
Shaquille Harrison,-2.04,0.6,-1.44,2021
Cam Reynolds,0.32,-1.77,-1.45,2021
Isaiah Roby,-1.38,-0.09,-1.47,2021
Jahlil Okafor,-0.77,-0.71,-1.49,2021
Cedi Osman,-0.08,-1.41,-1.49,2021
Cristiano Felicio,-0.39,-1.12,-1.51,2021
Nico Mannion,-0.42,-1.11,-1.53,2021
Theo Pinson,-2.01,0.46,-1.56,2021
Precious Achiuwa,-2.05,0.48,-1.58,2021
Cole Anthony,-0.19,-1.43,-1.62,2021
Patrick Williams,-1.47,-0.18,-1.65,2021
Kevin Porter Jr.,0.35,-2,-1.65,2021
Mason Jones,-0.26,-1.45,-1.71,2021
Jaylen Adams,-0.81,-0.98,-1.79,2021
Gary Clark,-0.96,-0.85,-1.8,2021
Lamar Stevens,-1.48,-0.37,-1.85,2021
Keita Bates-Diop,-0.97,-0.87,-1.85,2021
Norvel Pelle,-2.3,0.45,-1.85,2021
Nassir Little,0.8,-2.71,-1.9,2021
Damyean Dotson,-1.42,-0.53,-1.94,2021
Wes Iwundu,-2.59,0.61,-1.99,2021
Brandon Goodwin,-0.83,-1.16,-2,2021
Anzejs Pasecniks,-1.48,-0.52,-2,2021
Cam Reddish,-0.61,-1.41,-2.01,2021
Justin James,-1,-1.03,-2.03,2021
Jarrett Culver,-1.87,-0.18,-2.05,2021
Zeke Nnaji,-0.19,-1.88,-2.07,2021
D.J. Wilson,-1.53,-0.54,-2.07,2021
Justise Winslow,-3.5,1.41,-2.09,2021
Eric Paschall,-0.98,-1.16,-2.14,2021
Harry Giles III,-1.6,-0.58,-2.18,2021
Chimezie Metu,-0.16,-2.08,-2.24,2021
Anthony Lamb,-0.33,-1.95,-2.28,2021
Bismack Biyombo,-2.72,0.43,-2.3,2021
Lonnie Walker IV,0.01,-2.36,-2.35,2021
Matt Thomas,-0.25,-2.1,-2.35,2021
Vlatko Cancar,-1.22,-1.15,-2.36,2021
Isaiah Thomas,-0.06,-2.38,-2.44,2021
Tre Jones,-0.53,-1.92,-2.45,2021
Darius Bazley,-2.86,0.33,-2.53,2021
Dwayne Bacon,-1.43,-1.13,-2.56,2021
Chasson Randle,-1.31,-1.25,-2.56,2021
Paul Reed,-1.26,-1.36,-2.62,2021
Kevin Knox II,-1.53,-1.18,-2.71,2021
KZ Okpala,-2.03,-0.69,-2.71,2021
Bruno Fernando,-2.29,-0.42,-2.72,2021
Rodney Hood,-2.04,-0.74,-2.78,2021
R.J. Hampton,-0.81,-1.99,-2.8,2021
Jalen Harris,-1.11,-1.7,-2.81,2021
Killian Hayes,-3.02,0.18,-2.84,2021
Tacko Fall,-1.03,-1.84,-2.87,2021
Adam Mokoka,-1.28,-1.61,-2.89,2021
Devontae Cacok,-1.02,-1.89,-2.92,2021
Ignas Brazdeikis,-0.96,-1.97,-2.94,2021
Mamadi Diakite,-1.39,-1.57,-2.96,2021
Theo Maledon,-2.32,-0.67,-2.99,2021
Killian Tillie,-1.45,-1.56,-3.02,2021
Devon Dotson,-1.36,-1.69,-3.04,2021
Kostas Antetokounmpo,-1.42,-1.67,-3.09,2021
Jerome Robinson,-2.53,-0.57,-3.1,2021
Louis King,-1.44,-1.66,-3.1,2021
Mike James,-1.13,-1.99,-3.12,2021
Robert Woodard II,-1.26,-1.88,-3.14,2021
Cassius Stanley,-1.55,-1.61,-3.16,2021
Amida Brimah,-1.39,-1.82,-3.21,2021
Sekou Doumbouya,-1.55,-1.68,-3.23,2021
Jahmi'us Ramsey,-1.36,-1.91,-3.26,2021
Robert Franks,-1.18,-2.09,-3.26,2021
Charlie Brown Jr.,-1.37,-1.91,-3.28,2021
Axel Toupane,-1.55,-1.76,-3.31,2021
Tyrell Terry,-1.65,-1.69,-3.34,2021
Elijah Bryant,-1.36,-2.01,-3.36,2021
Greg Whittington,-1.48,-1.89,-3.37,2021
CJ Elleby,-1.59,-1.79,-3.37,2021
Devin Cannady,-1.41,-1.96,-3.37,2021
James Wiseman,-3.09,-0.32,-3.4,2021
Jontay Porter,-1.59,-1.82,-3.4,2021
Anthony Gill,-1.49,-1.92,-3.41,2021
Brian Bowen II,-1.47,-1.95,-3.42,2021
Marques Bolden,-1.7,-1.72,-3.42,2021
Andre Roberson,-1.85,-1.58,-3.43,2021
Cameron Oliver,-1.38,-2.05,-3.43,2021
Gabriel Deck,-1.17,-2.26,-3.44,2021
Kyle Guy,-1.17,-2.31,-3.47,2021
Daniel Oturu,-1.51,-1.98,-3.48,2021
Jalen Smith,-1.47,-2.05,-3.52,2021
Rayjon Tucker,-1.5,-2.02,-3.53,2021
Ashton Hagans,-1.55,-1.99,-3.53,2021
Grant Riller,-1.54,-2,-3.53,2021
Ty-Shon Alexander,-1.49,-2.05,-3.53,2021
Vernon Carey Jr.,-1.51,-2.02,-3.54,2021
Malik Fitts,-1.54,-2.01,-3.55,2021
Didi Louzada,-1.46,-2.1,-3.56,2021
James Nunnally,-1.51,-2.06,-3.57,2021
Jay Scrubb,-1.38,-2.21,-3.59,2021
Karim Mane,-1.54,-2.07,-3.61,2021
Jalen Lecque,-1.71,-1.9,-3.61,2021
Will Magnay,-1.57,-2.07,-3.64,2021
Ray Spalding,-1.68,-1.97,-3.64,2021
Jared Harper,-1.62,-2.02,-3.65,2021
Glenn Robinson III,-0.66,-3,-3.66,2021
Udonis Haslem,-1.78,-1.88,-3.66,2021
Nick Richards,-1.65,-2.01,-3.67,2021
Sam Merrill,-1.67,-2.01,-3.68,2021
Alen Smailagic,-1.52,-2.18,-3.7,2021
Dakota Mathias,-1.64,-2.08,-3.72,2021
Deividas Sirvydis,-1.78,-1.95,-3.73,2021
Keljin Blevins,-1.84,-1.9,-3.74,2021
Reggie Perry,-1.5,-2.24,-3.75,2021
Chandler Hutchison,-2.94,-0.82,-3.76,2021
Justin Robinson,-1.65,-2.14,-3.79,2021
Cassius Winston,-1.63,-2.22,-3.85,2021
Elijah Hughes,-1.6,-2.25,-3.85,2021
Vincent Poirier,-1.84,-2.04,-3.88,2021
Anderson Varejao,-1.66,-2.23,-3.89,2021
Markus Howard,-1.91,-1.97,-3.89,2021
Jordan Bone,-1.74,-2.15,-3.89,2021
Tyler Bey,-1.78,-2.12,-3.9,2021
Nate Darling,-1.77,-2.19,-3.96,2021
Jeremiah Martin,-1.51,-2.46,-3.97,2021
Jarrell Brantley,-1.81,-2.18,-3.98,2021
Nate Hinton,-1.86,-2.26,-4.12,2021
Sean McDermott,-2.15,-1.98,-4.14,2021
Bol Bol,-1.62,-2.6,-4.22,2021
Quinndary Weatherspoon,-1.89,-2.36,-4.25,2021
Udoka Azubuike,-1.98,-2.28,-4.26,2021
Aleksej Pokusevski,-3.4,-1.28,-4.68,2021
Josh Hall,-4.18,-1.43,-5.61,2021
James Harden,8.23,0.81,9.04,2020
Giannis Antetokounmpo,4.5,3.96,8.46,2020
Damian Lillard,8.98,-0.69,8.3,2020
LeBron James,5.21,2.2,7.41,2020
Kawhi Leonard,5.82,1.37,7.19,2020
Chris Paul,5.79,1.03,6.82,2020
Paul George,4.66,2.02,6.68,2020
Karl-Anthony Towns,5.91,0.4,6.3,2020
Kemba Walker,5.88,0.02,5.89,2020
Anthony Davis,3.32,2.55,5.87,2020
Jimmy Butler,3.62,1.96,5.58,2020
Kyle Lowry,3.43,2.11,5.55,2020
Nikola Jokic,3.94,1.54,5.48,2020
Joel Embiid,2.36,2.86,5.22,2020
Luka Doncic,5.9,-0.77,5.13,2020
Kyrie Irving,5.37,-0.32,5.05,2020
Jayson Tatum,3.13,1.9,5.03,2020
Khris Middleton,3.75,1.28,5.02,2020
Rudy Gobert,0.8,4.08,4.88,2020
Patrick Beverley,2.19,2.62,4.81,2020
Duncan Robinson,4.15,0.44,4.59,2020
Otto Porter Jr.,3.06,1.39,4.46,2020
Jrue Holiday,3.04,1.42,4.46,2020
Steven Adams,1.83,2.59,4.42,2020
George Hill,3.46,0.95,4.41,2020
Ivica Zubac,0.57,3.72,4.3,2020
Paul Millsap,1.98,2.11,4.09,2020
Donte DiVincenzo,1.43,2.57,4,2020
Fred VanVleet,2.59,1.39,3.98,2020
Marc Gasol,0.04,3.88,3.92,2020
Kristaps Porzingis,2.06,1.86,3.92,2020
Hassan Whiteside,1.21,2.65,3.87,2020
Jonas Valanciunas,1.9,1.9,3.8,2020
Pascal Siakam,2.11,1.65,3.76,2020
Ricky Rubio,1.9,1.82,3.72,2020
Nikola Vucevic,1.97,1.66,3.63,2020
Danilo Gallinari,4.36,-0.83,3.53,2020
Derrick Favors,1.04,2.48,3.53,2020
Nemanja Bjelica,2.72,0.77,3.49,2020
Gordon Hayward,2.73,0.76,3.49,2020
Danny Green,1.83,1.61,3.44,2020
Davis Bertans,3.97,-0.55,3.43,2020
Alex Caruso,0.7,2.68,3.38,2020
Patty Mills,4.16,-0.85,3.31,2020
Dwight Powell,1.89,1.39,3.28,2020
Brook Lopez,0.44,2.82,3.26,2020
Mitchell Robinson,2.04,1.22,3.26,2020
Bam Adebayo,0.65,2.6,3.25,2020
Joe Ingles,1.92,1.3,3.21,2020
Jakob Poeltl,1.41,1.79,3.2,2020
Domantas Sabonis,1.3,1.89,3.2,2020
Christian Wood,2.71,0.48,3.19,2020
Trae Young,6.35,-3.18,3.17,2020
Ben Simmons,1.27,1.89,3.16,2020
Robert Covington,0.8,2.33,3.13,2020
Bradley Beal,4.87,-1.75,3.11,2020
Daniel Theis,0.57,2.53,3.1,2020
Jamal Murray,3.29,-0.19,3.1,2020
Jonathan Isaac,0,3.1,3.1,2020
Montrezl Harrell,1.89,1.19,3.08,2020
Chris Boucher,1.91,1.14,3.06,2020
Derrick White,2.01,1,3.02,2020
Jarrett Allen,1.03,1.9,2.93,2020
Eric Bledsoe,1.95,0.93,2.88,2020
CJ McCollum,3.66,-0.83,2.84,2020
Al Horford,1.26,1.57,2.83,2020
Devin Booker,4.63,-1.81,2.81,2020
Terence Davis,2.46,0.33,2.79,2020
Kelly Olynyk,2.11,0.66,2.77,2020
Ersan Ilyasova,1.18,1.54,2.71,2020
Shaquille Harrison,0.88,1.81,2.7,2020
Seth Curry,3.61,-0.94,2.68,2020
Andre Drummond,0.56,2.11,2.67,2020
Victor Oladipo,0.46,2.21,2.66,2020
Royce O'Neale,0.74,1.9,2.63,2020
David Nwaba,0.46,2.13,2.59,2020
DeMar DeRozan,3.16,-0.59,2.57,2020
Dorian Finney-Smith,1.39,1.14,2.53,2020
Devonte' Graham,3.55,-1.05,2.5,2020
Kevin Love,2.56,-0.11,2.45,2020
Reggie Jackson,2.66,-0.22,2.44,2020
Wesley Matthews,-0.19,2.63,2.44,2020
Malcolm Brogdon,2.15,0.28,2.44,2020
Dennis Schroder,1.74,0.7,2.43,2020
Michael Carter-Williams,1.54,0.89,2.42,2020
LaMarcus Aldridge,1.21,1.2,2.41,2020
Jusuf Nurkic,1.22,1.14,2.36,2020
Jared Dudley,-0.25,2.58,2.33,2020
Marcus Smart,0.79,1.5,2.29,2020
Robert Williams III,1.13,1.15,2.28,2020
Enes Freedom,1.57,0.69,2.26,2020
Draymond Green,-0.62,2.87,2.25,2020
John Collins,2.35,-0.1,2.25,2020
Evan Fournier,2.77,-0.55,2.23,2020
Jeremy Lamb,1.66,0.54,2.19,2020
Isaac Bonga,-0.06,2.24,2.18,2020
Tomas Satoransky,1.09,1.09,2.18,2020
Richaun Holmes,1.03,1.07,2.1,2020
Matt Thomas,1.64,0.45,2.09,2020
T.J. Warren,1.78,0.3,2.07,2020
Bojan Bogdanovic,2.7,-0.63,2.07,2020
Jaylen Brown,1.28,0.79,2.07,2020
Nerlens Noel,-0.63,2.68,2.04,2020
Marcus Morris Sr.,1.79,0.24,2.03,2020
Joe Harris,2.42,-0.39,2.03,2020
Spencer Dinwiddie,3.12,-1.1,2.02,2020
OG Anunoby,0.21,1.78,1.99,2020
Donovan Mitchell,2.67,-0.69,1.98,2020
Boban Marjanovic,1.69,0.29,1.98,2020
Mike Conley,2.03,-0.07,1.96,2020
Russell Westbrook,1.31,0.65,1.96,2020
Aron Baynes,0.6,1.35,1.95,2020
De'Aaron Fox,2.81,-0.86,1.94,2020
Jordan McLaughlin,2.24,-0.33,1.91,2020
Josh Richardson,0.99,0.91,1.9,2020
Keldon Johnson,2.18,-0.32,1.86,2020
Ja Morant,1.73,0.12,1.85,2020
Dwight Howard,1,0.84,1.83,2020
Mikal Bridges,0.89,0.94,1.83,2020
Tim Hardaway Jr.,2.9,-1.08,1.82,2020
Dejounte Murray,0.75,1.06,1.81,2020
D'Angelo Russell,3.17,-1.37,1.8,2020
Luke Kennard,2.67,-0.87,1.8,2020
JaVale McGee,0.08,1.73,1.8,2020
Willie Cauley-Stein,-1.21,3.01,1.8,2020
Kyle Korver,1.26,0.5,1.77,2020
Buddy Hield,2.56,-0.8,1.76,2020
Brandon Ingram,1.9,-0.15,1.75,2020
Will Barton,1.47,0.28,1.75,2020
Gorgui Dieng,-0.58,2.32,1.75,2020
Myles Turner,-0.52,2.26,1.74,2020
Aaron Gordon,0.78,0.96,1.74,2020
Monte Morris,1.63,0.11,1.73,2020
Shabazz Napier,1.07,0.64,1.71,2020
JJ Redick,3.09,-1.4,1.68,2020
Brandon Clarke,1.55,0.12,1.68,2020
De'Anthony Melton,0.67,1,1.68,2020
Jalen Brunson,1.56,0.12,1.67,2020
Kris Dunn,-0.19,1.82,1.63,2020
Tyus Jones,1.8,-0.18,1.62,2020
Clint Capela,-0.65,2.27,1.61,2020
Chris Chiozza,1.15,0.4,1.56,2020
Tobias Harris,1.61,-0.08,1.53,2020
