Player,OffenseMamba,DefenseMamba,Mamba,Season
Stephen Curry,8.628,2.439,11.067,2015
Chris Paul,7.392,2.318,9.71,2015
LeBron James,7.155,2.084,9.239,2015
James Harden,7.616,0.857,8.473,2015
George Hill,6.008,2.253,8.261,2015
Kevin Durant,6.501,1.542,8.043,2015
Anthony Davis,4.229,3.78,8.009,2015
Kawhi Leonard,2.898,4.667,7.564,2015
Russell Westbrook,6.579,0.707,7.285,2015
Kyle Lowry,4.15,2.415,6.565,2015
Draymond Green,1.321,4.566,5.886,2015
Danny Green,2.864,2.884,5.748,2015
Ricky Rubio,2.236,3.384,5.619,2015
John Wall,3.417,1.929,5.346,2015
Klay Thompson,4.278,0.857,5.136,2015
Jimmy Butler,3.8,1.165,4.965,2015
Eric Bledsoe,1.304,3.807,5.111,2015
Damian Lillard,4.544,0.303,4.846,2015
Mike Conley,3.494,1.351,4.844,2015
Tony Allen,-0.264,5.277,5.013,2015
Jrue Holiday,2.825,2.001,4.826,2015
Kyle Korver,3.98,0.713,4.693,2015
Khris Middleton,2.008,2.706,4.713,2015
Darren Collison,3.033,1.493,4.527,2015
Kyrie Irving,4.173,0.223,4.395,2015
Wesley Matthews,2.744,1.657,4.402,2015
Carmelo Anthony,4.448,-0.352,4.097,2015
DeMarcus Cousins,-0.166,4.465,4.299,2015
Ty Lawson,4.743,-0.771,3.972,2015
Monta Ellis,2.008,2.099,4.107,2015
LaMarcus Aldridge,2.505,1.553,4.059,2015
Gordon Hayward,3.365,0.635,4,2015
Devin Harris,2.917,1.091,4.009,2015
Kemba Walker,2.135,1.738,3.873,2015
Manu Ginobili,2.191,1.664,3.855,2015
Tiago Splitter,0.467,3.487,3.954,2015
Tim Duncan,0.365,3.582,3.947,2015
Deron Williams,3.098,0.673,3.77,2015
Jeff Teague,1.77,2.069,3.84,2015
Robert Covington,2.445,1.265,3.711,2015
Kevin Love,2.096,1.612,3.708,2015
Isaiah Thomas,4.604,-1.109,3.495,2015
Michael Kidd-Gilchrist,0.071,3.633,3.703,2015
Mike Dunleavy,1.4,2.223,3.623,2015
Derrick Favors,0.521,3.143,3.665,2015
JJ Redick,3.265,0.178,3.443,2015
Goran Dragic,3.746,-0.36,3.386,2015
Serge Ibaka,0.043,3.496,3.54,2015
C.J. Watson,1.691,1.744,3.435,2015
Nikola Mirotic,1.984,1.367,3.351,2015
Matt Barnes,2.124,1.175,3.299,2015
Paul Pierce,1.279,2.035,3.314,2015
DeAndre Jordan,1.09,2.219,3.31,2015
Blake Griffin,2.702,0.405,3.108,2015
Patty Mills,2.012,1.034,3.045,2015
Paul Millsap,1.205,1.856,3.061,2015
Dirk Nowitzki,3.31,-0.42,2.89,2015
Rudy Gobert,-0.795,3.91,3.115,2015
Marc Gasol,0.823,2.15,2.973,2015
Chris Bosh,1.562,1.364,2.926,2015
DeMarre Carroll,1.952,0.946,2.898,2015
Thabo Sefolosha,0.003,3.003,3.006,2015
CJ Miles,1.38,1.543,2.923,2015
Tyson Chandler,0.499,2.417,2.916,2015
Reggie Jackson,2.746,0.034,2.78,2015
Nick Calathes,-0.794,3.726,2.932,2015
Andrew Bogut,-1.937,4.852,2.915,2015
Zach Randolph,1.338,1.376,2.715,2015
Al Horford,1.11,1.537,2.647,2015
Danilo Gallinari,2.282,0.282,2.564,2015
Marcin Gortat,-0.144,2.846,2.702,2015
Marcus Smart,0.763,1.864,2.628,2015
Jae Crowder,2.055,0.455,2.51,2015
Brandon Jennings,3.547,-1.133,2.414,2015
Kendall Marshall,2.007,0.495,2.503,2015
Luol Deng,2.013,0.475,2.488,2015
Kentavious Caldwell-Pope,1.615,0.823,2.438,2015
Andre Iguodala,0.761,1.704,2.464,2015
Jonas Jerebko,1.021,1.382,2.403,2015
Bradley Beal,1.523,0.847,2.371,2015
Joakim Noah,-0.874,3.378,2.504,2015
Chandler Parsons,2.191,0.105,2.296,2015
Dwight Howard,-0.093,2.525,2.432,2015
Andre Roberson,-0.859,3.313,2.454,2015
Kelly Olynyk,1.456,0.827,2.283,2015
Anthony Tolliver,2.004,0.232,2.236,2015
James Johnson,0.808,1.467,2.275,2015
Joe Johnson,2.295,-0.134,2.162,2015
Hassan Whiteside,0.355,1.913,2.268,2015
JR Smith,2.219,-0.107,2.112,2015
Iman Shumpert,0.162,2.063,2.225,2015
Langston Galloway,0.353,1.832,2.185,2015
Patrick Patterson,2.853,-0.82,2.033,2015
Dwyane Wade,1.683,0.41,2.093,2015
Jared Sullinger,0.948,1.142,2.089,2015
Rudy Gay,2.248,-0.254,1.994,2015
Lou Williams,3.682,-1.841,1.841,2015
Tyreke Evans,1.988,-0.065,1.923,2015
Corey Brewer,1.257,0.699,1.956,2015
Zaza Pachulia,-0.176,2.175,1.999,2015
Andre Miller,1.5,0.398,1.898,2015
Nicolas Batum,1.426,0.467,1.893,2015
Patrick Beverley,1.156,0.738,1.894,2015
Jeremy Evans,0.378,1.56,1.938,2015
Pablo Prigioni,1.098,0.79,1.888,2015
Amir Johnson,0.451,1.422,1.874,2015
Trevor Ariza,0.513,1.351,1.864,2015
Anthony Morrow,2.381,-0.633,1.748,2015
Cody Zeller,-0.18,2.064,1.884,2015
Greg Monroe,0.451,1.377,1.828,2015
Gigi Datome,0.724,1.076,1.8,2015
CJ McCollum,0.23,1.583,1.813,2015
Gerald Henderson,-0.072,1.865,1.792,2015
J.J. Barea,2.025,-0.363,1.661,2015
Markieff Morris,-0.163,1.918,1.755,2015
Timofey Mozgov,-0.362,2.112,1.751,2015
Ben McLemore,1.016,0.628,1.644,2015
Cory Joseph,0.51,1.161,1.671,2015
Derrick Rose,0.758,0.868,1.626,2015
Jeremy Lin,0.802,0.809,1.612,2015
Andre Drummond,0.318,1.308,1.626,2015
Nick Collison,-0.242,1.89,1.648,2015
Toney Douglas,0.244,1.362,1.606,2015
Ersan Ilyasova,1.509,0.014,1.523,2015
Kenneth Faried,0.992,0.536,1.528,2015
Nick Young,2.016,-0.556,1.46,2015
Elfrid Payton,0.168,1.385,1.554,2015
Giannis Antetokounmpo,0.576,0.926,1.502,2015
Jared Dudley,-0.143,1.63,1.487,2015
Aaron Brooks,1.683,-0.323,1.36,2015
Victor Oladipo,0.711,0.696,1.407,2015
Pero Antic,-0.042,1.465,1.423,2015
Greivis Vasquez,1.897,-0.613,1.284,2015
Avery Bradley,0.007,1.38,1.387,2015
Kevin Garnett,-2.014,3.508,1.494,2015
Ronnie Price,0.037,1.331,1.368,2015
Roy Hibbert,-1.945,3.401,1.456,2015
Mo Williams,1.846,-0.681,1.165,2015
Tyler Zeller,-0.044,1.305,1.261,2015
Brandan Wright,1.228,-0.058,1.17,2015
David West,-0.48,1.752,1.272,2015
Wayne Ellington,0.575,0.631,1.206,2015
Alexey Shved,2.048,-0.964,1.084,2015
Taj Gibson,-0.599,1.829,1.23,2015
Mario Chalmers,-0.371,1.566,1.195,2015
Jameer Nelson,1.726,-0.68,1.046,2015
Thaddeus Young,0.36,0.758,1.117,2015
Darrell Arthur,-1.991,3.226,1.235,2015
Pau Gasol,1.166,-0.167,0.998,2015
Vince Carter,0.37,0.659,1.03,2015
Courtney Lee,0.942,0.042,0.984,2015
Matthew Dellavedova,1.017,-0.043,0.974,2015
Luis Scola,-0.741,1.798,1.057,2015
Mike Muscala,0.291,0.699,0.991,2015
Nene,-1.413,2.503,1.091,2015
Al-Farouq Aminu,-0.387,1.348,0.961,2015
Dorell Wright,0.949,-0.083,0.866,2015
Brandon Knight,1.099,-0.272,0.828,2015
Brook Lopez,0.15,0.704,0.854,2015
Chris Johnson,0.284,0.47,0.754,2015
Alan Anderson,-0.1,0.871,0.772,2015
Aron Baynes,-0.967,1.782,0.815,2015
Sergey Karasev,-0.651,1.438,0.787,2015
Jason Terry,0.388,0.332,0.721,2015
Rodney Hood,0.358,0.344,0.702,2015
Evan Fournier,1.184,-0.543,0.642,2015
Boris Diaw,0.072,0.631,0.703,2015
Kosta Koufos,-1.914,2.733,0.819,2015
Terrence Jones,-0.202,0.899,0.697,2015
Robin Lopez,-0.719,1.44,0.721,2015
Steve Blake,0.691,-0.072,0.618,2015
Nate Robinson,0.138,0.497,0.635,2015
Joel Anthony,-2.081,2.827,0.746,2015
Josh McRoberts,0.043,0.551,0.594,2015
Kevin Martin,2.013,-1.565,0.449,2015
Justin Holiday,-0.566,1.152,0.586,2015
Nikola Pekovic,-0.438,1.008,0.57,2015
Isaiah Canaan,1.043,-0.573,0.471,2015
Jordan Clarkson,1.143,-0.684,0.459,2015
Donatas Motiejunas,-1.63,2.252,0.622,2015
Elijah Millsap,-2.313,2.97,0.657,2015
Tony Parker,1.06,-0.618,0.441,2015
Henry Walker,-0.812,1.347,0.535,2015
Tyler Hansbrough,-0.043,0.527,0.484,2015
DeMar DeRozan,0.009,0.463,0.471,2015
Nikola Vucevic,0.077,0.39,0.467,2015
Lorenzo Brown,0.241,0.207,0.449,2015
Ed Davis,0.74,-0.334,0.406,2015
Kobe Bryant,1.367,-1.008,0.36,2015
Larry Sanders,-2.412,2.997,0.585,2015
Ryan Kelly,-0.113,0.554,0.442,2015
Shabazz Muhammad,1.594,-1.267,0.327,2015
Michael Carter-Williams,-1.577,2.06,0.483,2015
Dewayne Dedmon,-2.038,2.499,0.46,2015
Marcus Thornton,0.762,-0.474,0.287,2015
Shaun Livingston,-0.508,0.87,0.362,2015
Jusuf Nurkic,-2.734,3.226,0.492,2015
Kyle O'Quinn,-1.317,1.705,0.387,2015
Lavoy Allen,-0.484,0.8,0.316,2015
Jeff Withey,-0.523,0.797,0.274,2015
Raymond Felton,-0.389,0.642,0.253,2015
Cory Jefferson,-1.338,1.629,0.291,2015
Otto Porter Jr.,0.427,-0.293,0.134,2015
Jordan Farmar,0.369,-0.235,0.134,2015
Shawn Marion,-0.281,0.451,0.17,2015
Jeremy Lamb,0.063,0.073,0.136,2015
Donald Sloan,0.366,-0.269,0.098,2015
Tony Snell,-0.022,0.117,0.096,2015
Terrence Ross,1.711,-1.724,-0.013,2015
Wilson Chandler,0.205,-0.145,0.06,2015
Harrison Barnes,-0.441,0.534,0.092,2015
Shelvin Mack,0.642,-0.618,0.024,2015
Dennis Schroder,0.394,-0.364,0.03,2015
Jonas Valanciunas,-0.682,0.743,0.06,2015
Tobias Harris,0.513,-0.525,-0.013,2015
Channing Frye,0.557,-0.575,-0.019,2015
Anderson Varejao,-0.677,0.721,0.043,2015
John Jenkins,0.12,-0.127,-0.008,2015
Will Barton,-1.501,1.573,0.071,2015
Trevor Booker,-0.026,-0.005,-0.031,2015
Rajon Rondo,-1.635,1.698,0.064,2015
Gerald Green,1.499,-1.624,-0.125,2015
Matt Bonner,0.239,-0.3,-0.061,2015
Chuck Hayes,-0.803,0.805,0.002,2015
Joe Ingles,-0.774,0.77,-0.004,2015
Jodie Meeks,0.451,-0.568,-0.117,2015
Rodney Stuckey,0.417,-0.552,-0.136,2015
O.J. Mayo,-0.322,0.222,-0.1,2015
Ryan Anderson,2.517,-2.801,-0.284,2015
Drew Gooden,-0.531,0.423,-0.108,2015
Randy Foye,0.777,-0.967,-0.191,2015
Omer Asik,-1.717,1.663,-0.055,2015
Phil Pressey,-0.266,0.123,-0.143,2015
D.J. Augustin,0.729,-0.938,-0.21,2015
Beno Udrih,0.59,-0.798,-0.208,2015
Alexis Ajinca,-0.871,0.735,-0.135,2015
Steven Adams,-1.825,1.724,-0.101,2015
Quincy Pondexter,0.441,-0.68,-0.238,2015
Shane Larkin,-0.593,0.412,-0.181,2015
Leandro Barbosa,0.786,-1.053,-0.267,2015
Spencer Dinwiddie,-0.212,0.003,-0.209,2015
Chris Andersen,-0.887,0.713,-0.174,2015
Meyers Leonard,-1.262,1.101,-0.161,2015
Tyler Johnson,-1.637,1.498,-0.139,2015
Jason Richardson,0.458,-0.736,-0.278,2015
Eric Gordon,0.824,-1.143,-0.32,2015
Wesley Johnson,0.166,-0.449,-0.282,2015
Mirza Teletovic,-0.303,0.039,-0.264,2015
Brian Roberts,-0.053,-0.287,-0.34,2015
Robbie Hummel,-0.288,-0.049,-0.337,2015
Bismack Biyombo,-1.733,1.474,-0.259,2015
Al Jefferson,-0.725,0.398,-0.327,2015
Kirk Hinrich,-1.346,1.049,-0.297,2015
Garrett Temple,-1.309,0.993,-0.316,2015
Arron Afflalo,0.209,-0.616,-0.407,2015
Mason Plumlee,0.06,-0.464,-0.404,2015
Joel Freeland,-2.103,1.804,-0.299,2015
Hedo Turkoglu,0.151,-0.59,-0.439,2015
Hollis Thompson,0.197,-0.655,-0.457,2015
Jamal Crawford,1.758,-2.314,-0.556,2015
Marvin Williams,-0.696,0.286,-0.41,2015
Dion Waiters,-0.8,0.389,-0.412,2015
Andrew Wiggins,0.06,-0.572,-0.513,2015
Aaron Gordon,-1.564,1.123,-0.441,2015
David Lee,-0.795,0.302,-0.493,2015
Lou Amundson,-2.453,2.012,-0.442,2015
Shawne Williams,0.568,-1.208,-0.64,2015
John Lucas III,0.49,-1.207,-0.718,2015
Gorgui Dieng,-1.058,0.415,-0.644,2015
Ian Clark,-0.96,0.307,-0.653,2015
Norris Cole,0.214,-0.939,-0.725,2015
Ian Mahinmi,-2.911,2.307,-0.604,2015
Brandon Bass,-0.44,-0.333,-0.773,2015
Trey Burke,0.801,-1.651,-0.85,2015
Nerlens Noel,-4.101,3.523,-0.578,2015
Jeff Green,-0.294,-0.519,-0.813,2015
Tristan Thompson,0.284,-1.153,-0.869,2015
Quincy Acy,-2.186,1.447,-0.74,2015
Solomon Hill,-0.668,-0.163,-0.832,2015
Troy Daniels,0.503,-1.417,-0.914,2015
Dante Exum,-1.134,0.306,-0.829,2015
Jerryd Bayless,-0.584,-0.297,-0.881,2015
Mitch McGary,-1.196,0.334,-0.863,2015
Tarik Black,-0.768,-0.122,-0.89,2015
James Ennis III,-0.267,-0.734,-1.001,2015
Kyle Singler,-0.047,-0.968,-1.015,2015
Evan Turner,-1.177,0.23,-0.948,2015
Richard Jefferson,-0.747,-0.238,-0.985,2015
E'Twaun Moore,-0.99,0.004,-0.985,2015
Tyler Ennis,-1.973,1.04,-0.933,2015
Mike Scott,0.211,-1.292,-1.08,2015
Willie Green,-2.116,1.16,-0.956,2015
Justin Hamilton,-1.038,-0.001,-1.04,2015
Charlie Villanueva,1.01,-2.176,-1.166,2015
Chase Budinger,-0.332,-0.754,-1.086,2015
Joey Dorsey,-2.007,1,-1.007,2015
Maurice Harkless,-1.929,0.875,-1.053,2015
AJ Price,-0.025,-1.145,-1.169,2015
Sebastian Telfair,-0.408,-0.741,-1.149,2015
Jerami Grant,-2.101,1.051,-1.05,2015
Francisco Garcia,-1.9,0.82,-1.08,2015
Amar'e Stoudemire,-0.539,-0.645,-1.183,2015
Marco Belinelli,1.262,-2.555,-1.293,2015
Ish Smith,-1.292,0.123,-1.17,2015
Jose Calderon,0.87,-2.18,-1.31,2015
Miles Plumlee,-2.263,1.141,-1.122,2015
Tim Frazier,-0.776,-0.456,-1.232,2015
Alex Len,-2.723,1.606,-1.117,2015
Luc Mbah a Moute,-3.095,1.985,-1.109,2015
Samuel Dalembert,-3.615,2.502,-1.113,2015
Jordan Adams,-1.424,0.175,-1.249,2015
Bojan Bogdanovic,0.746,-2.145,-1.399,2015
Josh Smith,-2.695,1.496,-1.199,2015
Omri Casspi,0.333,-1.714,-1.381,2015
Ryan Hollins,-1.546,0.261,-1.285,2015
Jon Leuer,-2.033,0.768,-1.265,2015
Jason Thompson,-1.516,0.211,-1.304,2015
Ray McCallum,0.626,-2.07,-1.444,2015
Alec Burks,0.634,-2.108,-1.473,2015
Kris Humphries,-1.916,0.593,-1.323,2015
Kent Bazemore,-2.028,0.703,-1.325,2015
Tony Wroten,-0.028,-1.471,-1.5,2015
Jeff Adrien,-0.533,-0.952,-1.486,2015
Dante Cunningham,-1.499,0.029,-1.47,2015
Jimmer Fredette,-0.38,-1.162,-1.541,2015
Caron Butler,-0.697,-0.827,-1.524,2015
KJ McDaniels,-2.342,0.914,-1.428,2015
Tayshaun Prince,-1.199,-0.309,-1.508,2015
Dwight Powell,-1.284,-0.223,-1.507,2015
Shabazz Napier,-1.036,-0.487,-1.523,2015
Markel Brown,-1.21,-0.304,-1.513,2015
PJ Hairston,-0.601,-1,-1.6,2015
Furkan Aldemir,-0.633,-0.979,-1.612,2015
Thomas Robinson,-2.035,0.452,-1.583,2015
Alonzo Gee,-1.389,-0.247,-1.636,2015
Marreese Speights,-0.619,-1.08,-1.699,2015
Rasual Butler,-0.153,-1.579,-1.732,2015
Elton Brand,-3.009,1.432,-1.577,2015
Jabari Parker,-0.904,-0.805,-1.708,2015
Luke Ridnour,-0.879,-0.906,-1.785,2015
Allen Crabbe,-1.319,-0.451,-1.77,2015
Jerome Jordan,-1.409,-0.421,-1.83,2015
Luke Babbitt,-0.097,-1.833,-1.929,2015
JaKarr Sampson,-1.955,0.115,-1.84,2015
Spencer Hawes,-1.74,-0.116,-1.856,2015
Glen Davis,-3.475,1.703,-1.772,2015
Tim Hardaway Jr.,0.572,-2.648,-2.076,2015
Nik Stauskas,-0.638,-1.381,-2.019,2015
Chris Copeland,-0.785,-1.232,-2.017,2015
Robert Sacre,-2.215,0.276,-1.939,2015
James Jones,1.258,-3.41,-2.151,2015
Jabari Brown,-0.188,-1.88,-2.068,2015
Gary Neal,-0.225,-1.854,-2.079,2015
Noah Vonleh,-2.437,0.47,-1.967,2015
Jason Maxiell,-3.024,1.065,-1.959,2015
Cole Aldrich,-2.839,0.864,-1.976,2015
Austin Rivers,-0.857,-1.303,-2.161,2015
Festus Ezeli,-2.366,0.284,-2.082,2015
Damjan Rudez,-0.326,-1.892,-2.218,2015
Austin Daye,-1.99,-0.132,-2.122,2015
John Henson,-2.737,0.642,-2.095,2015
Jarrett Jack,-1.332,-0.875,-2.207,2015
Lance Stephenson,-2.697,0.542,-2.155,2015
Landry Fields,-2.389,0.146,-2.243,2015
Danny Granger,-1.484,-0.876,-2.36,2015
Ramon Sessions,-1.144,-1.242,-2.386,2015
Carlos Boozer,-2.013,-0.351,-2.364,2015
Gerald Wallace,-2.58,0.169,-2.41,2015
Bernard James,-1.675,-0.798,-2.473,2015
Bryce Cotton,-1.303,-1.198,-2.502,2015
Devyn Marble,-2.22,-0.288,-2.508,2015
Chris Kaman,-2.573,0.057,-2.516,2015
Michael Beasley,-3.198,0.703,-2.495,2015
Kostas Papanikolaou,-2.243,-0.31,-2.553,2015
Carl Landry,-2.136,-0.449,-2.585,2015
JaMychal Green,-1.515,-1.107,-2.622,2015
Glenn Robinson III,-0.647,-2.036,-2.683,2015
Travis Wear,-3.147,0.506,-2.641,2015
James Young,-0.429,-2.389,-2.818,2015
Nate Wolters,-3.346,0.679,-2.667,2015
Cleanthony Early,-2.851,0.107,-2.744,2015
Mike Miller,-1.717,-1.099,-2.816,2015
Jorge Gutierrez,-1.726,-1.157,-2.883,2015
Reggie Evans,-1.518,-1.393,-2.912,2015
Derrick Williams,-0.482,-2.535,-3.018,2015
Kyle Anderson,-2.796,-0.193,-2.989,2015
Udonis Haslem,-2.408,-0.606,-3.015,2015
Kevin Seraphin,-3.072,0.092,-2.979,2015
Erick Green,-0.651,-2.477,-3.128,2015
Zach LaVine,-1.184,-2.052,-3.236,2015
Brandon Davies,-1.947,-1.305,-3.251,2015
Henry Sims,-2.829,-0.399,-3.228,2015
Andrew Nicholson,-2.898,-0.343,-3.242,2015
Greg Smith,-2.676,-0.646,-3.321,2015
Andrea Bargnani,-1.236,-2.179,-3.415,2015
Jordan Hill,-2.056,-1.467,-3.523,2015
Darius Morris,-2.33,-1.219,-3.549,2015
Jason Smith,-1.878,-1.723,-3.601,2015
DeJuan Blair,-3.479,-0.034,-3.513,2015
Steve Novak,0.677,-4.45,-3.773,2015
Nick Johnson,-3.545,-0.101,-3.646,2015
Jeffery Taylor,-2.673,-1.176,-3.849,2015
Lance Thomas,-3.219,-0.676,-3.895,2015
JJ Hickson,-3.173,-0.82,-3.992,2015
Martell Webster,-2.199,-1.883,-4.083,2015
John Salmons,-2.502,-1.609,-4.11,2015
Joffrey Lauvergne,-3.275,-0.819,-4.094,2015
Ben Gordon,-1.666,-2.591,-4.257,2015
Larry Drew II,-3.155,-1.044,-4.199,2015
Gary Harris,-3.075,-1.21,-4.285,2015
Jeff Ayres,-1.619,-2.78,-4.399,2015
Perry Jones III,-2.988,-1.493,-4.481,2015
Cartier Martin,-2.663,-1.875,-4.538,2015
Archie Goodwin,-3.068,-1.564,-4.631,2015
Kendrick Perkins,-5.171,0.567,-4.605,2015
Anthony Bennett,-2.442,-2.449,-4.891,2015
Joe Harris,-1.494,-3.477,-4.971,2015
Ricky Ledo,-3.268,-1.667,-4.935,2015
JaVale McGee,-2.914,-2.782,-5.696,2015
Johnny O'Bryant III,-4.926,-0.79,-5.715,2015
Doug McDermott,-3.163,-2.958,-6.121,2015
Adreian Payne,-3.455,-3.221,-6.676,2015
Malcolm Thomas,-3.607,-3.79,-7.397,2015
Brandon Rush,-4.983,-3.735,-8.718,2015
Stephen Curry,10.255,2.149,12.404,2016
LeBron James,7.332,3.053,10.385,2016
Kawhi Leonard,4.724,5.024,9.748,2016
Chris Paul,7.255,1.823,9.078,2016
Russell Westbrook,7.589,1.029,8.617,2016
Kevin Durant,7.012,1.256,8.268,2016
Kyle Lowry,5.542,2.234,7.776,2016
Draymond Green,2.581,5.125,7.706,2016
James Harden,6.766,0.201,6.967,2016
Ricky Rubio,3.835,2.722,6.556,2016
Nikola Jokic,2.105,3.484,5.589,2016
Mike Conley,4.105,1.362,5.466,2016
Eric Bledsoe,2.33,3.239,5.569,2016
John Wall,2.975,2.465,5.44,2016
Kemba Walker,3.554,1.744,5.298,2016
Paul George,2.986,2.236,5.222,2016
Khris Middleton,3.025,2.112,5.137,2016
JJ Redick,3.849,1.066,4.915,2016
Damian Lillard,5.11,-0.364,4.746,2016
DeMarcus Cousins,0.949,3.993,4.942,2016
Anthony Davis,1.829,2.897,4.726,2016
Manu Ginobili,2.455,2.22,4.675,2016
Klay Thompson,4.148,0.361,4.509,2016
Jimmy Butler,3.204,1.274,4.478,2016
Isaiah Thomas,5.005,-0.655,4.35,2016
DeAndre Jordan,1.357,3.203,4.56,2016
Jae Crowder,2.63,1.502,4.132,2016
CJ McCollum,2.473,1.554,4.027,2016
Jrue Holiday,2.966,0.939,3.906,2016
Danny Green,1.131,2.744,3.875,2016
Paul Millsap,1.732,2.095,3.827,2016
Gordon Hayward,3.22,0.484,3.704,2016
Reggie Jackson,3.7,-0.028,3.672,2016
Goran Dragic,2.662,1.05,3.712,2016
Kentavious Caldwell-Pope,2.16,1.54,3.7,2016
Danilo Gallinari,3.119,0.486,3.605,2016
Kristaps Porzingis,0.146,3.587,3.733,2016
Carmelo Anthony,3.725,-0.242,3.483,2016
Michael Kidd-Gilchrist,0.503,2.99,3.493,2016
LaMarcus Aldridge,1.395,1.94,3.335,2016
Kyrie Irving,3.5,-0.307,3.193,2016
Kevin Garnett,-0.99,4.423,3.433,2016
George Hill,1.526,1.753,3.279,2016
Dirk Nowitzki,2.783,0.402,3.185,2016
Kevin Love,2.19,0.988,3.178,2016
Matthew Dellavedova,2.339,0.821,3.16,2016
Patty Mills,2.515,0.628,3.143,2016
Tim Duncan,-0.507,3.827,3.321,2016
Tony Allen,-0.257,3.559,3.303,2016
Patrick Beverley,1.987,1.085,3.072,2016
Cristiano Felicio,0.379,2.738,3.118,2016
Al Horford,1.585,1.458,3.043,2016
Chris Bosh,1.366,1.685,3.051,2016
Derrick Favors,0.398,2.688,3.086,2016
Nicolas Batum,2.034,0.945,2.979,2016
Wesley Matthews,2.32,0.496,2.815,2016
Clint Capela,-0.371,3.313,2.942,2016
Monta Ellis,0.947,1.898,2.845,2016
Rodney Hood,2.334,0.421,2.755,2016
Boban Marjanovic,1.841,0.938,2.779,2016
Mario Chalmers,0.866,1.961,2.826,2016
Rudy Gobert,-1.039,3.979,2.94,2016
Tyreke Evans,2.846,-0.237,2.609,2016
Victor Oladipo,1.575,1.096,2.671,2016
Dennis Schroder,1.23,1.429,2.659,2016
Avery Bradley,1.734,0.877,2.611,2016
Chandler Parsons,1.963,0.595,2.558,2016
Jeff Teague,1.42,1.096,2.516,2016
Pau Gasol,1.085,1.449,2.534,2016
Blake Griffin,1.748,0.731,2.48,2016
James Ennis III,2.575,-0.184,2.391,2016
Giannis Antetokounmpo,1.762,0.677,2.438,2016
Robert Covington,0.315,2.195,2.509,2016
Marvin Williams,1.678,0.747,2.425,2016
Patrick Patterson,2.543,-0.175,2.368,2016
Brook Lopez,0.05,2.455,2.505,2016
Cody Zeller,0.614,1.846,2.459,2016
Steven Adams,-0.884,3.392,2.508,2016
Brandon Jennings,2.108,0.187,2.295,2016
Ronnie Price,-0.306,2.717,2.411,2016
Hassan Whiteside,0.343,2.023,2.366,2016
Jared Dudley,0.695,1.619,2.315,2016
Lou Williams,3.268,-1.129,2.138,2016
Deron Williams,1.203,1.028,2.231,2016
Kelly Olynyk,0.45,1.811,2.261,2016
Nikola Mirotic,1.483,0.697,2.18,2016
Kyle Korver,0.994,1.203,2.197,2016
Marcin Gortat,-0.249,2.51,2.261,2016
David West,-0.099,2.324,2.225,2016
Otto Porter Jr.,1.324,0.811,2.135,2016
Karl-Anthony Towns,1.597,0.41,2.006,2016
Rondae Hollis-Jefferson,-1.218,3.348,2.13,2016
Amir Johnson,-0.106,2.132,2.027,2016
Andrew Bogut,-2.434,4.571,2.138,2016
Cory Joseph,0.925,0.96,1.885,2016
Luol Deng,1.487,0.342,1.829,2016
Anthony Tolliver,1.046,0.803,1.848,2016
Thaddeus Young,0.314,1.566,1.881,2016
Jeremy Lin,0.564,1.292,1.855,2016
Darren Collison,2.743,-1.034,1.709,2016
Tim Frazier,1.08,0.721,1.801,2016
Trevor Ariza,1.231,0.537,1.768,2016
Andre Drummond,-0.344,2.198,1.854,2016
Marc Gasol,-0.776,2.612,1.836,2016
Al-Farouq Aminu,0.618,1.124,1.742,2016
JR Smith,2.055,-0.41,1.645,2016
Jordan Farmar,0.741,0.978,1.719,2016
Aaron Gordon,0.805,0.88,1.685,2016
Ed Davis,0.707,0.98,1.686,2016
Kenneth Faried,2.105,-0.547,1.558,2016
Rudy Gay,0.988,0.629,1.617,2016
Solomon Hill,0.936,0.662,1.598,2016
Greg Monroe,1.622,-0.096,1.525,2016
Bradley Beal,1.57,-0.044,1.527,2016
Jeff Withey,-1.351,3.046,1.694,2016
Andre Roberson,-0.582,2.218,1.636,2016
CJ Miles,1.107,0.424,1.532,2016
Evan Fournier,1.918,-0.447,1.471,2016
Eric Gordon,1.477,0.01,1.487,2016
Courtney Lee,0.865,0.553,1.418,2016
DeMarre Carroll,0.132,1.31,1.442,2016
Joe Johnson,1.771,-0.434,1.337,2016
Norman Powell,0.497,0.916,1.413,2016
Taj Gibson,0.027,1.39,1.418,2016
Andre Iguodala,1.074,0.28,1.354,2016
Jeremy Lamb,-0.342,1.768,1.426,2016
Ryan Anderson,2.143,-0.927,1.216,2016
Marcus Smart,-0.129,1.454,1.326,2016
Mike Dunleavy,0.893,0.35,1.243,2016
Channing Frye,1.357,-0.145,1.212,2016
Andre Miller,1.692,-0.509,1.183,2016
Thabo Sefolosha,-1.157,2.479,1.322,2016
Gorgui Dieng,-0.042,1.248,1.206,2016
Salah Mejri,-1.373,2.652,1.28,2016
DeMar DeRozan,1.929,-0.865,1.065,2016
Toney Douglas,1.881,-0.826,1.055,2016
Devin Harris,0.707,0.416,1.123,2016
Festus Ezeli,-1.206,2.377,1.171,2016
Terrence Ross,1.266,-0.255,1.011,2016
Matt Bonner,1.05,-0.049,1.001,2016
Dwight Howard,-0.813,1.902,1.089,2016
Kent Bazemore,-0.926,2.012,1.085,2016
